ds,yhat,yhat_lower,yhat_upper
2024-02-15,43.86957203339125,33.26086506827557,55.099023622795904
2024-02-16,53.021727866974864,43.29017158333898,63.01722189217424
2024-02-17,52.712603437519974,43.35056377902556,63.217106641830725
2024-02-18,41.634542182468806,32.7007537447545,51.60263343105544
2024-02-19,41.37608010330339,32.01111775318164,50.8017945039229
2024-02-20,44.797699914737,34.88276725353273,54.324161315111354
2024-02-21,44.6040310998246,35.57449049054062,54.01014656743254
2024-02-22,43.641113208846086,33.639582276749245,53.48692490416214
2024-02-23,52.793467004883496,43.20797009722233,62.55673886027118
2024-02-24,52.48453638059745,42.707025413130005,61.91694545839371
2024-02-25,41.406668930748815,32.839670919834646,51.40922888739325
2024-02-26,41.14840065673204,31.467417440602006,50.83329274514043
2024-02-27,44.570214273334564,35.17595646030752,54.19447503892795
2024-02-28,44.37673926360057,33.6274007131935,54.499393826444894
2024-02-29,43.41426537035899,33.88579359302005,53.27980390210087
2024-03-01,52.5668693589699,43.27437102680332,62.967165150407695
2024-03-02,52.25818892727106,42.37090735855828,61.54719835758756
2024-03-03,41.180571669956144,30.929979139611778,51.092293729750295
2024-03-04,40.92255358851706,30.537492809336893,50.64906165665685
2024-03-05,44.34465131550825,34.99567981705737,54.984756960366774
2024-03-06,44.15146041615514,34.19805671110349,53.251691565325245
2024-03-07,43.189020440720206,33.1857689167432,52.555796925098186
2024-03-08,52.341658347172945,42.74286579930077,61.96858044903933
2024-03-09,52.033011833278955,42.237965846810994,61.814995563668234
2024-03-10,40.95542849379155,31.00704050803641,50.936544121581505
2024-03-11,40.697444367322085,30.49078700556288,50.31846026889354
2024-03-12,44.11954213145469,34.36571597575987,54.25055618439073
2024-03-13,43.92635126924297,33.05743599498485,53.337980765588696
2024-03-14,42.96391133095793,32.95164119129096,52.59971830445292
2024-03-15,52.11654927455891,42.70152962184604,61.49440561189843
2024-03-16,51.80790279780028,41.60599394761317,61.55343016469524
2024-03-17,40.730319512393606,30.517971439867154,50.65959445601502
2024-03-18,40.4723354028719,30.15760555350187,49.923131908456405
2024-03-19,43.894433183971756,34.25152102530849,53.16765613186054
2024-03-20,43.7012423387083,33.89091505292644,53.83458339827138
2024-03-21,42.73880241737517,33.574091785506226,52.74716980093478
2024-03-22,51.891440377929975,41.862300663513956,61.709003959595954
2024-03-23,51.58279391838473,40.70940882402895,61.622388779674246
2024-03-24,40.505210633198296,31.01331111299521,50.7987131156053
2024-03-25,40.24722652392777,31.725861295776667,49.938734039791946
2024-03-26,43.66932430526994,33.99735667220373,53.45204782974208
2024-03-27,43.47613346024616,33.34902661200311,53.69348752177264
2024-03-28,42.513693697646595,33.106650465519294,51.789645718761875
2024-03-29,51.666331816886064,41.703757256890626,61.57291606731491
2024-03-30,51.357685515842796,41.64221420835777,60.96029880587326
2024-03-31,40.28010238912781,30.261808913242724,50.356436325845266
2024-04-01,40.0221184383364,29.74156695291984,49.470610965315004
2024-04-02,43.44421637814494,34.125868689745786,53.443682424334014
2024-04-03,43.25102569218861,33.11233807552405,53.27591729609982
2024-04-04,42.2885859301459,31.776614199787353,51.42085906231891
2024-04-05,51.44122404995895,42.32857749770514,61.58839680914571
2024-04-06,51.1325777494715,41.649065302649554,60.536809272038255
2024-04-07,40.05499462333015,30.088230599284394,49.50018860729763
2024-04-08,39.79701067312317,29.858556083044824,49.49088322184055
2024-04-09,43.21910861267483,33.34316751450555,52.94902879257313
2024-04-10,43.02591792588891,33.10870462456971,52.96707888410734
2024-04-11,42.06347816303074,32.51255113738379,51.57297277266338
2024-04-12,51.216116282024984,41.36670626779091,61.59867193844985
2024-04-13,50.907469980707084,41.519281176504215,60.743256453286484
2024-04-14,39.82988685377983,29.469418120005944,49.22610636057557
2024-04-15,39.57190293078158,29.857576498964757,49.15400501584908
2024-04-16,42.99400089839459,32.925204639631396,52.93409215353566
2024-04-17,42.80081023966735,33.65098664572805,52.85598280307775
2024-04-18,41.83837050487631,31.717161328224165,50.891935163768906
2024-04-19,50.991008651901,41.32046428253313,60.729245307490864
2024-04-20,50.68236772671881,40.435164491339485,60.56771731067726
2024-04-21,39.6047899758991,29.87632297354401,49.20626572915754
2024-04-22,39.34681140096851,29.97951584677545,48.867216616216744
2024-04-23,42.76891471663604,33.5839470185833,53.17807604123295
2024-04-24,42.57572940595794,32.66381921546015,52.190622209409966
2024-04-25,41.613295019200926,31.518527336240094,51.08263458867162
2024-04-26,50.766410030832404,41.432264442258905,60.32942693102792
2024-04-27,50.45824062215511,40.68744699306471,59.7329513000382
2024-04-28,39.381134387856875,29.597329095476002,49.7151366365295
2024-04-29,39.12362732943577,28.667013650070484,47.87077870505045
2024-04-30,42.546202161627285,32.199858378353156,52.36771400245749
2024-05-01,42.353488367472835,32.24085682393869,52.26711675920443
2024-05-02,41.392203331226604,32.14129665426062,51.52417451099367
2024-05-03,50.5459961768236,41.01106837989643,60.364683884026945
2024-05-04,50.23850460211573,41.24370807503814,59.91716968461835
2024-05-05,39.162076201798705,29.098730494824895,48.49849063217561
2024-05-06,38.90524697736414,29.592522625426003,48.9127749634566
2024-05-07,42.328499643533924,32.723211803775456,51.57361811133806
2024-05-08,42.136621909418665,32.26384512504297,52.148885554121215
2024-05-09,41.175495099242674,31.791829847447623,51.273694898333744
2024-05-10,50.32944617091522,41.646453640160466,59.4255084969961
2024-05-11,50.022112822291795,40.09654077832689,60.31101689422035
2024-05-12,38.94584264800572,29.075494991246206,48.3165023154333
2024-05-13,38.68969198672339,28.796659305592595,47.56195927196057
2024-05-14,42.113623216026085,32.15807368458039,51.53720351791492
2024-05-15,41.922265818980385,32.426798739232495,51.31327528762356
2024-05-16,40.96165934586309,30.780498870364642,50.164630542337754
2024-05-17,50.11613075463116,39.99234371367515,59.8634488590496
2024-05-18,49.80931774305905,39.38066922596025,59.956264373790546
2024-05-19,38.73356791239945,29.235460389673417,48.31471984652437
2024-05-20,38.477417257677075,29.003643613199262,48.64007004957274
2024-05-21,41.901348493531486,31.764313154717605,51.755874226198
2024-05-22,41.70999110304691,31.523828141176455,51.334249740512334
2024-05-23,40.74938463647011,30.941170552355842,50.38131236360266
2024-05-24,49.90385605178675,40.6029986696116,59.323830868892514
2024-05-25,49.59704305496001,40.01581223607452,59.959126082587815
2024-05-26,38.52129323251604,28.6007934827254,47.98804545854277
2024-05-27,38.2651425859424,27.892793221428075,48.02003001632607
2024-05-28,41.689073830003935,31.49951353398898,51.07747435917961
2024-05-29,41.49771644770739,32.6992616477027,50.92879580781456
2024-05-30,40.537109989327114,30.73319701493654,50.23882515697594
2024-05-31,49.69158141283863,40.29593761084031,59.654072442895774
2024-06-01,49.38476841599139,39.674321868324945,58.839180585586334
2024-06-02,38.30901859355073,28.884946995387505,48.49673327465869
2024-06-03,38.05286794698571,29.05410449689206,47.72696630541049
2024-06-04,41.47679919104751,32.29454510317858,50.695116114580586
2024-06-05,41.285441808743435,31.593167444426296,51.47126809731559
2024-06-06,40.324835350374535,30.563395717329357,50.08443095109428
2024-06-07,49.47930677385548,40.02632549516125,58.97898710635211
2024-06-08,49.172493777022765,40.025417781097694,59.900393481400585
2024-06-09,38.09674395459028,28.163737389022543,48.13063082795844
2024-06-10,37.84059330803176,28.065613187002096,46.72863082554444
2024-06-11,41.2645245520912,31.44449093264724,51.2767054414071
2024-06-12,41.0731671697969,32.026110091759264,50.28808195220128
2024-06-13,40.112560711421956,30.65592527804667,49.434737497174446
2024-06-14,49.26703213490735,38.952302247052884,58.697754713790715
2024-06-15,48.96021913806623,38.822800880159214,58.348876168720714
2024-06-16,37.884469315620095,27.24385076800155,46.71570208691352
2024-06-17,37.6283186690778,27.72585868253285,47.17671321399364
2024-06-18,41.05224991312557,32.082225256896685,50.53609097319917
2024-06-19,40.86089253083558,30.314176291585028,49.94472813397616
2024-06-20,39.90028607246459,29.909500835804227,49.67610644346086
2024-06-21,49.05475749595322,40.02648580968491,59.02392854537857
2024-06-22,48.7479444990976,38.87985176232406,58.245215621359385
2024-06-23,37.672194676693636,28.691697076093355,47.540354234757075
2024-06-24,37.41604403012386,27.418698677967708,47.724701487721
2024-06-25,40.83997527416926,31.298625131698532,50.48894055077038
2024-06-26,40.64861789187689,31.41806548894116,50.436475265688074
2024-06-27,39.6880114335168,30.01954626327938,49.36969472345209
2024-06-28,48.84248285699908,38.570925934538515,58.952668265352244
2024-06-29,48.53566986017367,38.59797267275226,58.485033645499186
2024-06-30,37.459920037728324,27.96728096517744,47.5329785026704
2024-07-01,37.20376939116716,27.853058389528414,46.812743031278345
2024-07-02,40.627700635212896,30.800042294922,51.997206710159595
2024-07-03,40.4363432529182,30.91755992019111,49.844265902552785
2024-07-04,39.475736794535386,29.78026980436564,49.61586833234434
2024-07-05,48.630208218044935,38.91860570397819,58.97144722334374
2024-07-06,48.323395221205054,38.66942760457546,57.59695417299744
2024-07-07,37.24764539876787,27.20303193749289,47.377362184431085
2024-07-08,36.99149475221594,27.034216924851975,46.553304479730116
2024-07-09,40.4154259962472,30.72302247110883,50.61033295526488
2024-07-10,40.224068613954245,30.81739690405568,49.4586733348432
2024-07-11,39.26346215558281,29.63277057668244,48.70118652103246
2024-07-12,48.41793357909681,38.20139377442972,57.912849191999015
2024-07-13,48.111120582242464,38.61297052217199,58.286172156466364
2024-07-14,37.03537075980743,27.39821012672012,46.14619690264576
2024-07-15,36.77922011324019,27.006810468434544,46.87745272678554
2024-07-16,40.203151357290835,30.162029106917966,49.95461854043512
2024-07-17,40.011793974995555,30.156828160285112,49.997213969453625
2024-07-18,39.051187516625426,29.26272631324306,48.84911322495475
2024-07-19,48.20565894013666,38.427931233923736,57.75956417245899
2024-07-20,47.89884594331249,37.61133690050858,57.57415609108505
2024-07-21,36.823096120837235,26.577580310594534,46.5073237468818
2024-07-22,36.56694547428625,27.033231443681046,46.943688089117735
2024-07-23,39.990876718334526,30.308554815285838,49.27880587578317
2024-07-24,39.79951933603424,30.82041096545207,49.71929758754972
2024-07-25,38.838912877668044,29.035949475047666,48.23898594521538
2024-07-26,47.99338430115952,38.59100167939169,57.8842228493123
2024-07-27,47.68657130434991,38.44327171230579,57.32494916972718
2024-07-28,36.61082148187678,26.893888264393585,46.399651756342365
2024-07-29,36.35467083532955,25.66213117641498,46.1274742141686
2024-07-30,39.77860207937815,30.67614670811029,50.011343098509435
2024-07-31,39.587244697087705,30.482933335234538,49.60049587332502
2024-08-01,38.62663823872027,29.14116920870221,48.738294557594514
2024-08-02,47.78110966219936,38.60657826918321,58.00678903733549
2024-08-03,47.474296665381274,37.55853560334031,57.632475910131994
2024-08-04,36.39854684291147,26.01058244937477,46.19869935768714
2024-08-05,36.142396196372864,26.02076615329191,46.52736655289262
2024-08-06,39.566327440421844,29.208693361357767,48.90468387874049
2024-08-07,39.37497005812638,29.59854137396951,49.5087875406063
2024-08-08,38.414363599762886,29.08258771034159,47.71508564761326
2024-08-09,47.568835023251246,37.451984359708284,56.39556721022237
2024-08-10,47.2620220264187,37.495692558503485,56.06313953031342
2024-08-11,36.18627220398014,26.478936919171257,46.12658968058782
2024-08-12,35.93012155740532,26.395313116581484,45.846929135686324
2024-08-13,39.35405280146542,29.328885564303548,49.16827693291266
2024-08-14,39.1626954191677,29.435609825527944,49.703988778147725
2024-08-15,38.2020889608103,28.89564494917683,48.12817262970011
2024-08-16,47.3565603842681,37.640585235667636,56.99138113090306
2024-08-17,47.049747387450076,37.84200064222204,57.2142071008126
2024-08-18,35.97399756501483,26.265278155195958,46.45286506253176
2024-08-19,35.717846918451365,25.69371944235145,44.95273975479454
2024-08-20,39.14177816250911,29.679242319306695,48.48959469713516
2024-08-21,38.95042078020638,28.788014049543616,48.496956126172535
2024-08-22,37.989814321833684,27.959890119373785,48.35975287617411
2024-08-23,47.14428574531396,37.07049611803083,56.64165811403844
2024-08-24,46.83747274849354,37.34036592178213,56.29182634995702
2024-08-25,35.761722926054375,25.16860192594149,45.02699879345188
2024-08-26,35.50557227949468,25.85272927316823,44.85963402859365
2024-08-27,38.929503523543474,29.82096250400721,47.79196667277278
2024-08-28,38.73814614124769,29.281550045132267,48.41742621335583
2024-08-29,37.777539682881105,28.56614316306508,47.39496496539834
2024-08-30,46.932011106359816,37.589678087676624,57.57431805729543
2024-08-31,46.62519810952491,37.68564832191843,56.98017156685582
2024-09-01,35.54944828708907,25.390302140939998,45.22901620637958
2024-09-02,35.293297640537986,25.89760584608156,44.57872090721177
2024-09-03,38.71722888458711,29.950168073474178,48.87757797952364
2024-09-04,38.52587150228373,28.55041921408101,48.32711161745145
2024-09-05,37.56526504392852,28.03762256409294,47.45807185001582
2024-09-06,46.7197364674117,37.64575201061781,56.632147836934145
2024-09-07,46.41292347059493,36.25866009083765,55.72372791677859
2024-09-08,35.33717364815774,25.292905379765095,45.30507980917267
2024-09-09,35.08102300158403,24.916574477975292,45.017761932978935
2024-09-10,38.50495424563075,28.917528633905803,48.377367360684794
2024-09-11,38.313596863325046,28.330914525397574,47.75789204324074
2024-09-12,37.3529904049519,27.21763216471052,46.84664506766443
2024-09-13,46.507461828463576,36.60513406099348,56.48019858650229
2024-09-14,46.20064883163235,37.08444524891467,55.99892887651488
2024-09-15,35.12489900918755,25.266188693485777,44.73090651206416
2024-09-16,34.86874836263008,25.512487411675036,44.30162664305907
2024-09-17,38.29267960667444,28.316617959557654,48.46965733187226
2024-09-18,38.10132222437851,28.252646453697576,48.103481527943565
2024-09-19,37.14071576599453,27.425533039768286,46.75257176032707
2024-09-20,46.295187189509434,36.35878552763314,55.81809781431206
2024-09-21,45.98837419266977,37.0853686250868,55.058880006796514
2024-09-22,34.91262437022711,25.416546582210955,44.11367949360851
2024-09-23,34.656473723657065,25.482244474580916,44.51539418328664
2024-09-24,38.080404967718124,28.992922629974164,48.358877363441835
2024-09-25,37.88904758541718,28.248265481385907,48.376219040167264
2024-09-26,36.92844112704675,27.54309127883508,47.1947469180875
2024-09-27,46.08291255055529,35.273624163369746,55.75841768826922
2024-09-28,45.77609955370115,35.86846281078087,55.90594453412535
2024-09-29,34.70034973126178,25.31395733851695,44.34263525459774
2024-09-30,34.44419908470037,25.113382496990855,43.925703906285534
2024-10-01,37.86813032876175,27.310718819727292,47.80490208327581
2024-10-02,37.67677294645586,27.9766152746351,46.73094450664431
2024-10-03,36.71616648808937,26.989914220890604,46.80302830261816
2024-10-04,45.870637911572146,37.05613943051377,55.970595792678886
2024-10-05,45.56382491473252,35.89613578874569,55.43533118414964
2024-10-06,34.48807509230134,24.98828811641526,44.56557755639923
2024-10-07,34.231924445749165,23.75943860280487,44.52195980459247
2024-10-08,37.655855689805385,29.11537476015577,47.66241163309718
2024-10-09,37.464498307509324,27.52512986513612,47.16661463331278
2024-10-10,36.50389184913679,26.164525949973385,47.029716651689824
2024-10-11,45.65836327262402,35.52946970507568,55.18349600513231
2024-10-12,45.35155027580859,36.055038426439154,54.905158281033316
2024-10-13,34.27580045333602,24.893689269909085,43.64829609709719
2024-10-14,34.01964980679247,24.348863968260613,43.23360749099845
2024-10-15,37.44358105083975,27.291613585911378,47.0361148593752
2024-10-16,37.25222366854801,27.090384360781705,48.207488766135974
2024-10-17,36.29161721017941,26.085698193339358,46.33622406766635
2024-10-18,45.44608863366387,35.800548656615376,54.85094035214439
2024-10-19,45.13927563685205,36.02041789501749,55.073295908916656
2024-10-20,34.0635258144047,24.081363235646425,43.35189486110316
2024-10-21,33.80737516783852,23.972419415519422,44.32704419469527
2024-10-22,37.23130641188338,27.918074122000306,47.21457395158129
2024-10-23,37.03994902958932,27.52643636145872,46.456506527941045
2024-10-24,36.07934257122684,25.97727241268028,45.28003792463569
2024-10-25,45.233813994715746,35.24659819969979,54.67500400985973
2024-10-26,44.927000997883425,35.18225523136986,54.56734694423788
2024-10-27,33.85125117543938,23.70503919576901,43.91067625772867
2024-10-28,33.59510052888184,24.021252239589916,43.46548196707001
2024-10-29,37.019031772927015,27.098117136681363,47.165990839490384
2024-10-30,36.82767439062537,27.120435820972624,46.03756175771498
2024-10-31,35.86706793225021,25.851802295341763,45.85001628009921
2024-11-01,45.021539355761604,35.56724218806401,54.67527691239131
2024-11-02,44.7147263589148,34.531350675990446,54.99896307000419
2024-11-03,33.638976536478935,24.338763058310423,44.27261370109997
2024-11-04,33.38282588992787,23.45442032705265,42.67633830098454
2024-11-05,36.80675713396144,26.87917370836834,46.656697520286656
2024-11-06,36.61539975166668,28.00785030819685,46.35061607898602
2024-11-07,35.65479329329763,25.403475106111674,45.885979911229626
2024-11-08,44.80926471677846,34.42155502833153,54.62184061496363
2024-11-09,44.50245171995222,34.52975016799447,54.174236464998664
2024-11-10,33.426701897508735,23.432944659012858,42.39294638787313
2024-11-11,33.17055125095486,23.922220004582744,42.90975593521551
2024-11-12,36.59448249500502,26.784811121634686,46.2656775258604
2024-11-13,36.403125112708,26.2319189343823,45.94749554297438
2024-11-14,35.442518654340255,25.650030636009692,45.379350639488706
2024-11-15,44.596990077824316,35.1791037648922,54.42299380208318
2024-11-16,44.29017708101619,34.145569290810315,54.35381780379163
2024-11-17,33.2144272585483,23.696722166214077,42.387970194751176
2024-11-18,32.95827661200091,23.798258941551744,42.81135081103194
2024-11-19,36.3822078560487,27.06024317675852,45.38200753172805
2024-11-20,36.19085047374667,25.532676542001855,45.340058796929746
2024-11-21,35.23024401539248,25.836228565554862,45.123665573452975
2024-11-22,44.38471543887018,34.6096451561974,54.02634495535482
2024-11-23,44.07790244205966,34.07660235028146,54.73230622324203
2024-11-24,33.00215261958785,22.009647872134067,42.7481505859957
2024-11-25,32.74600197304695,22.628001246719922,42.637905039743906
2024-11-26,36.169933217092336,26.379557596832097,46.3161709423285
2024-11-27,35.97857583480277,26.530590582246624,45.52056056557799
2024-11-28,35.0179693764351,25.217533239991088,45.33992546868405
2024-11-29,44.17244079991603,34.14512652532978,53.37329383956439
2024-11-30,43.86562780309103,34.247647239469195,53.24508563282184
2024-12-01,32.78987798062253,23.39256996903772,42.212855302597
2024-12-02,32.53372733407394,22.82223472630573,42.128009157784064
2024-12-03,35.95765857813597,26.65985243990221,45.63926058105206
2024-12-04,35.766301195838814,26.008520485221755,45.88185669522278
2024-12-05,34.80569473746328,25.346459175455152,44.588536498596234
2024-12-06,43.960166160967916,34.55400445892906,54.36918156796932
2024-12-07,43.653353164128454,33.18228039759193,53.126192676347586
2024-12-08,32.577603341696076,22.03076641945217,42.43660378669216
2024-12-09,32.32145269511725,21.928878124375817,41.8553269339187
2024-12-10,35.745383939179604,26.180361208630746,46.25826683194829
2024-12-11,35.554026556880125,26.53894279427576,45.92520535198956
2024-12-12,34.5934200985059,24.357455474313447,44.17710573613192
2024-12-13,43.74789152198477,34.245948022613454,53.29609239311454
2024-12-14,43.44107852516588,32.81657604744403,53.074290603818895
2024-12-15,32.36532870272588,22.74783599995552,42.23814746727561
2024-12-16,32.10917805616603,22.34496502337853,42.34327878419389
2024-12-17,35.533109300223295,25.875478030010452,45.12129850840439
2024-12-18,35.341751917918806,25.570416174655485,45.89089269105807
2024-12-19,34.38114545954851,24.608453438821954,43.84007152623178
2024-12-20,43.535616883036646,33.88938041591379,52.575065567993335
2024-12-21,43.228803886203295,33.184231399493896,52.27856650212063
2024-12-22,32.153054063760564,21.697444235460434,42.24163744101413
2024-12-23,31.896903417209344,21.845563820231614,42.10655930690992
2024-12-24,35.32083466125766,25.68681853993557,45.100281954199986
2024-12-25,35.12947727895748,25.20494118036356,44.97597888563771
2024-12-26,34.168870820600745,24.7560101751729,43.96483446902622
2024-12-27,43.32334224407648,34.2884276659576,52.89049312677329
